r,h,"FC1,2","FC2,1","FC2,2",FCsum,,,,,
3.7,3.2,8.33536,-11.54106,35.87086,12.77161,,,,,
3.7,3.25,8.49132,-11.74901,36.54669,13.03155,,,,,
3.7,3.3,8.66461,-11.97428,37.23985,13.27416,,,,,
3.7,3.35,8.8379,-12.23422,37.96766,13.51677,,,,,
3.7,3.4,9.01119,-12.47682,38.71281,13.75938,,,,,
3.7,3.45,9.14983,-12.68477,39.40596,14.00199,,,,,
3.7,3.5,9.30579,-12.9447,40.15111,14.26193,,,,,
3.7,3.55,9.46175,-13.16998,40.87892,14.52186,,,,,
3.7,3.6,9.63505,-13.41258,41.60674,14.76447,,,,,
3.7,3.65,9.80834,-13.65519,42.31722,15.02441,,,,,
3.7,3.7,9.98163,-13.89779,43.06237,15.26702,,,,,
3.7,3.75,10.13759,-14.12307,43.80751,15.52696,,,,,
3.7,3.8,10.31089,-14.36567,44.53533,15.80422,,,,,
3.7,3.85,10.46685,-14.62561,45.31513,16.04683,,,,,
3.7,3.9,10.6748,-14.88554,46.06027,16.30677,,,,,
3.7,3.95,10.81343,-15.11082,46.82274,16.56671,,,,,
3.7,4,11.00406,-15.35342,47.56789,16.84398,,,,,
3.7,4.05,11.14269,-15.63069,48.38235,17.10392,,,,,
3.7,4.1,11.35064,-15.85596,49.11016,17.36385,,,,,
3.7,4.15,11.5066,-16.09857,49.87263,17.64112,,,,,
3.7,4.2,11.67989,-16.37583,50.68709,17.90106,,,,,
3.7,4.25,11.85319,-16.63576,51.46689,18.161,,,,,
3.7,4.3,12.02648,-16.8957,52.26402,18.43826,,,,,
3.7,4.35,12.19977,-17.15563,53.06115,18.73286,,,,,
3.7,4.4,12.40772,-17.41556,53.85828,18.9928,,,,,
3.7,4.45,12.56368,-17.71016,54.69007,19.27007,,,,,
3.7,4.5,12.73698,-17.97009,55.4872,19.54733,,,,,
3.7,4.55,12.9276,-18.23002,56.31899,19.8246,,,,,
3.7,4.6,13.11822,-18.52462,57.15078,20.1192,,,,,
3.7,4.65,13.29151,-18.76722,57.96524,20.39646,,,,,
3.7,4.7,13.4648,-19.06181,58.79703,20.67373,,,,,
3.7,4.75,13.6381,-19.3564,59.6808,20.951,,,,,
3.7,4.8,13.84605,-19.61634,60.51259,21.26293,,,,,
3.7,4.85,14.03667,-19.92826,61.37904,21.52286,,,,,
3.7,4.9,14.22729,-20.18819,62.22815,21.83479,,,,,
3.7,4.95,14.40058,-20.44813,63.05994,22.12939,,,,,
3.7,5,14.60853,-20.77738,63.96104,22.42398,,,,,
3.8,1.5,3.58715,-4.8521,15.21479,5.47602,,,,,
3.8,1.55,3.72578,-5.02539,15.78665,5.7013,,,,,
3.8,1.6,3.86442,-5.23333,16.39316,5.90925,,,,,
3.8,1.65,4.02038,-5.44128,16.98234,6.1172,,,,,
3.8,1.7,4.15901,-5.61457,17.58885,6.34248,,,,,
3.8,1.75,4.29765,-5.80519,18.17804,6.55043,,,,,
3.8,1.8,4.41895,-5.99581,18.80188,6.77571,,,,,
3.8,1.85,4.57491,-6.20375,19.40839,6.98366,,,,,
3.8,1.9,4.71355,-6.4117,20.0149,7.19161,,,,,
3.8,1.95,4.85218,-6.58499,20.63874,7.41689,,,,,
3.8,2,5.00814,-6.81027,21.27991,7.64217,,,,,
3.8,2.05,5.16411,-7.00088,21.92108,7.88478,,,,,
3.8,2.1,5.30274,-7.20883,22.54493,8.09273,,,,,
3.8,2.15,5.44138,-7.43411,23.20342,8.31801,,,,,
3.8,2.2,5.59734,-7.62472,23.84459,8.56062,,,,,
3.8,2.25,5.7533,-7.83267,24.48576,8.7859,,,,,
3.8,2.3,5.89193,-8.05795,25.14426,9.01118,,,,,
3.8,2.35,6.06523,-8.26589,25.80276,9.25379,,,,,
3.8,2.4,6.20386,-8.49117,26.47859,9.4964,,,,,
3.8,2.45,6.35982,-8.69912,27.13709,9.72168,,,,,
3.8,2.5,6.51579,-8.90707,27.81292,9.96428,,,,,
3.8,2.55,6.67175,-9.13234,28.48874,10.20689,,,,,
3.8,2.6,6.82771,-9.35762,29.1819,10.4495,,,,,
3.8,2.65,6.98368,-9.58289,29.87506,10.69211,,,,,
3.8,2.7,7.13964,-9.79084,30.55089,10.93472,,,,,
3.8,2.75,7.31293,-10.01612,31.24404,11.17733,,,,,
3.8,2.8,7.46889,-10.24139,31.91987,11.41994,,,,,
3.8,2.85,7.60753,-10.46667,32.61303,11.66254,,,,,
3.8,2.9,7.79815,-10.69194,33.34084,11.92248,,,,,
3.8,2.95,7.95411,-10.93455,34.06866,12.16509,,,,,
3.8,3,8.11008,-11.17715,34.77914,12.4077,,,,,
3.8,3.05,8.28337,-11.40243,35.4723,12.66764,,,,,
3.8,3.1,8.43933,-11.64503,36.21744,12.91025,,,,,
3.8,3.15,8.61262,-11.85298,36.9106,13.17019,,,,,
3.8,3.2,8.76859,-12.13024,37.6904,13.41279,,,,,
3.8,3.25,8.95921,-12.35552,38.41822,13.67273,,,,,
3.8,3.3,9.09784,-12.5808,39.14603,13.96733,,,,,
3.8,3.35,9.28846,-12.8234,39.89117,14.20994,,,,,
3.8,3.4,9.44443,-13.08333,40.65365,14.46988,,,,,
3.8,3.45,9.61772,-13.32594,41.39879,14.72981,,,,,
3.8,3.5,9.79101,-13.56854,42.16126,14.98975,,,,,
3.8,3.55,9.9643,-13.79382,42.88908,15.24969,,,,,
3.8,3.6,10.13759,-14.08841,43.72087,15.50963,,,,,
3.8,3.65,10.29356,-14.33102,44.46601,15.80422,,,,,
3.8,3.7,10.48418,-14.59095,45.26314,16.06416,,,,,
3.8,3.75,10.65747,-14.81623,46.00828,16.34143,,,,,
3.8,3.8,10.84809,-15.11082,46.84007,16.60137,,,,,
3.8,3.85,11.02138,-15.35342,47.61987,16.87863,,,,,
3.8,3.9,11.19468,-15.61336,48.417,17.1559,,,,,
3.8,3.95,11.36797,-15.90795,49.24879,17.43317,,,,,
3.8,4,11.57592,-16.1159,49.99393,17.72777,,,,,
3.8,4.05,11.73188,-16.41049,50.84305,17.9877,,,,,
3.8,4.1,11.9225,-16.67042,51.64018,18.2823,,,,,
3.8,4.15,12.11313,-16.91303,52.41998,18.55957,,,,,
3.8,4.2,12.28642,-17.20762,53.2691,18.83683,,,,,
3.8,4.25,12.47704,-17.50221,54.11822,19.1141,,,,,
3.8,4.3,12.65033,-17.74481,54.89802,19.39137,,,,,
3.8,4.35,12.84095,-18.05673,55.78179,19.68597,,,,,
3.8,4.4,13.01424,-18.334,56.64824,19.98056,,,,,
3.8,4.45,13.2222,-18.61126,57.51469,20.27516,,,,,
3.8,4.5,13.44748,-18.87119,58.34647,20.60441,,,,,
3.8,4.55,13.58611,-19.18311,59.23025,20.86435,,,,,
3.8,4.6,13.79406,-19.46038,60.0967,21.15895,,,,,
3.8,4.65,13.98468,-19.72031,60.96314,21.47087,,,,,
3.8,4.7,14.19263,-20.03223,61.81226,21.76547,,,,,
3.8,4.75,14.38325,-20.36148,62.81734,22.06007,,,,,
3.8,4.8,14.55655,-20.63874,63.6318,22.35466,,,,,
3.8,4.85,14.7645,-20.91601,64.5329,22.68392,,,,,
3.8,4.9,14.95512,-21.24526,65.46866,22.97852,,,,,
3.8,4.95,15.1804,-21.53985,66.40442,23.29044,,,,,
3.8,5,15.37102,-21.83444,67.30553,23.6197,,,,,
3.9,1.5,3.77777,-5.07737,15.97726,5.77062,,,,,
3.9,1.55,3.9164,-5.28532,16.58378,5.9959,,,,,
3.9,1.6,4.07237,-5.49327,17.20762,6.20385,,,,,
3.9,1.65,4.211,-5.68389,17.83146,6.42913,,,,,
3.9,1.7,4.34963,-5.89183,18.47263,6.67174,,,,,
3.9,1.75,4.5056,-6.09978,19.1138,6.89702,,,,,
3.9,1.8,4.64423,-6.30773,19.73764,7.10497,,,,,
3.9,1.85,4.80019,-6.51567,20.37881,7.33025,,,,,
3.9,1.9,4.95616,-6.72362,21.01998,7.55553,,,,,
3.9,1.95,5.11212,-6.91424,21.66115,7.81546,,,,,
3.9,2,5.25075,-7.12219,22.31965,8.04074,,,,,
3.9,2.05,5.40672,-7.34746,22.99548,8.28335,,,,,
3.9,2.1,5.56268,-7.55541,23.65398,8.50863,,,,,
3.9,2.15,5.71864,-7.78069,24.3298,8.75124,,,,,
3.9,2.2,5.89193,-8.00596,25.00563,8.97652,,,,,
3.9,2.25,6.03057,-8.23124,25.69879,9.23646,,,,,
3.9,2.3,6.20386,-8.43918,26.37462,9.47907,,,,,
3.9,2.35,6.35982,-8.66446,27.05044,9.72167,,,,,
3.9,2.4,6.51579,-8.88974,27.76093,9.96428,,,,,
3.9,2.45,6.67175,-9.09768,28.45409,10.22422,,,,,
3.9,2.5,6.86237,-9.34029,29.16457,10.46683,,,,,
3.9,2.55,7.01833,-9.58289,29.92705,10.70944,,,,,
3.9,2.6,7.15697,-9.8255,30.6202,10.96938,,,,,
3.9,2.65,7.34759,-10.03344,31.31336,11.22931,,,,,
3.9,2.7,7.50355,-10.29338,32.0585,11.47192,,,,,
3.9,2.75,7.65952,-10.484,32.75166,11.74919,,,,,
3.9,2.8,7.85014,-10.76126,33.51413,11.9918,,,,,
3.9,2.85,8.0061,-10.98654,34.25928,12.25174,,,,,
3.9,2.9,8.16206,-11.22914,34.98709,12.51168,,,,,
3.9,2.95,8.35268,-11.48907,35.76689,12.77161,,,,,
3.9,3,8.49132,-11.71435,36.49471,13.03155,,,,,
3.9,3.05,8.68194,-11.95695,37.23985,13.29149,,,,,
3.9,3.1,8.87256,-12.21689,38.00232,13.56876,,,,,
3.9,3.15,9.02852,-12.51148,38.78212,13.81137,,,,,
3.9,3.2,9.20182,-12.71943,39.5446,14.08863,,,,,
3.9,3.25,9.39244,-12.97936,40.3244,14.3659,,,,,
3.9,3.3,9.56573,-13.20464,41.08687,14.6605,,,,,
3.9,3.35,9.73902,-13.4819,41.884,14.92043,,,,,
3.9,3.4,9.92964,-13.74183,42.68113,15.1977,,,,,
3.9,3.45,10.10294,-13.98444,43.46093,15.47497,,,,,
3.9,3.5,10.27623,-14.22704,44.25806,15.75224,,,,,
3.9,3.55,10.46685,-14.48698,45.03786,16.0295,,,,,
3.9,3.6,10.65747,-14.7989,45.88698,16.28944,,,,,
3.9,3.65,10.83076,-15.0415,46.68411,16.58404,,,,,
3.9,3.7,11.00406,-15.33609,47.53323,16.86131,,,,,
3.9,3.75,11.19468,-15.54404,48.27837,17.1559,,,,,
3.9,3.8,11.3853,-15.85596,49.14482,17.43317,,,,,
3.9,3.85,11.57592,-16.1159,49.95928,17.72776,,,,,
3.9,3.9,11.74921,-16.41049,50.84305,18.02236,,,,,
3.9,3.95,11.93983,-16.67042,51.65751,18.29963,,,,,
3.9,4,12.14778,-16.93036,52.4893,18.61155,,,,,
3.9,4.05,12.32108,-17.22495,53.37307,18.90615,,,,,
3.9,4.1,12.52903,-17.48488,54.20486,19.21808,,,,,
3.9,4.15,12.68499,-17.81413,55.1233,19.47802,,,,,
3.9,4.2,12.9276,-18.05673,55.93775,19.78994,,,,,
3.9,4.25,13.11822,-18.36866,56.83886,20.08454,,,,,
3.9,4.3,13.30884,-18.64592,57.68798,20.37913,,,,,
3.9,4.35,13.49946,-18.92318,58.58908,20.70839,,,,,
3.9,4.4,13.69008,-19.21777,59.47285,21.00298,,,,,
3.9,4.45,13.89803,-19.51236,60.35663,21.29758,,,,,
3.9,4.5,14.08866,-19.82428,61.27506,21.62684,,,,,
3.9,4.55,14.27928,-20.11888,62.19349,21.92143,,,,,
3.9,4.6,14.50456,-20.41347,63.07727,22.23336,,,,,
3.9,4.65,14.69518,-20.74272,64.04769,22.54528,,,,,
3.9,4.7,14.92046,-21.03731,64.94879,22.87454,,,,,
3.9,4.75,15.12841,-21.3319,65.88455,23.18647,,,,,
3.9,4.8,15.31903,-21.67848,66.85497,23.49839,,,,,
3.9,4.85,15.50965,-21.9904,67.86005,23.84498,,,,,
3.9,4.9,15.73493,-22.28499,68.76116,24.17423,,,,,
3.9,4.95,15.94288,-22.57958,69.69692,24.48616,,,,,
3.9,5,16.15083,-22.96082,70.73665,24.81541,,,,,
4,1.5,3.98572,-5.33731,16.75707,6.06521,,,,,
4,1.55,4.12435,-5.56258,17.41556,6.29049,,,,,
4,1.6,4.28032,-5.7532,18.05673,6.51577,,,,,
4,1.65,4.43628,-5.96115,18.71523,6.75838,,,,,
4,1.7,4.57491,-6.1691,19.3564,7.00099,,,,,
4,1.75,4.74821,-6.37704,20.03223,7.2436,,,,,
4,1.8,4.88684,-6.60232,20.6734,7.45155,,,,,
4,1.85,5.0428,-6.82759,21.38389,7.71149,,,,,
4,1.9,5.19877,-7.03554,22.04239,7.9541,,,,,
4,1.95,5.37206,-7.24349,22.71821,8.19671,,,,,
4,2,5.52802,-7.46876,23.41137,8.43931,,,,,
4,2.05,5.68398,-7.7287,24.12186,8.68192,,,,,
4,2.1,5.83995,-7.93665,24.81501,8.92453,,,,,
4,2.15,6.01324,-8.16192,25.50817,9.16714,,,,,
4,2.2,6.18653,-8.3872,26.21866,9.44441,,,,,
4,2.25,6.35982,-8.6298,26.94647,9.68702,,,,,
4,2.3,6.51579,-8.83775,27.63963,9.94695,,,,,
4,2.35,6.67175,-9.08035,28.38477,10.18956,,,,,
4,2.4,6.84504,-9.30563,29.11259,10.4495,,,,,
4,2.45,7.01833,-9.54824,29.82307,10.72677,,,,,
4,2.5,7.1743,-9.79084,30.56822,10.98671,,,,,
4,2.55,7.36492,-10.03344,31.33069,11.24664,,,,,
4,2.6,7.53821,-10.27605,32.07583,11.50658,,,,,
4,2.65,7.7115,-10.50133,32.8383,11.78385,,,,,
4,2.7,7.8848,-10.76126,33.56612,12.04379,,,,,
4,2.75,8.04076,-11.03852,34.38058,12.32105,,,,,
4,2.8,8.23138,-11.2638,35.12572,12.58099,,,,,
4,2.85,8.40467,-11.5064,35.88819,12.85826,,,,,
4,2.9,8.57796,-11.76634,36.668,13.1182,,,,,
4,2.95,8.76859,-12.00894,37.4478,13.41279,,,,,
4,3,8.94188,-12.26888,38.24493,13.67273,,,,,
4,3.05,9.11517,-12.52881,39.02473,13.96733,,,,,
4,3.1,9.30579,-12.78874,39.85652,14.24459,,,,,
4,3.15,9.46175,-13.04868,40.63632,14.52186,,,,,
4,3.2,9.66971,-13.32594,41.43345,14.79913,,,,,
4,3.25,9.843,-13.58587,42.26524,15.0764,,,,,
4,3.3,10.03362,-13.82848,43.04504,15.37099,,,,,
4,3.35,10.20691,-14.10574,43.89415,15.64826,,,,,
4,3.4,10.39753,-14.383,44.70861,15.92553,,,,,
4,3.45,10.60548,-14.64294,45.55773,16.22012,,,,,
4,3.5,10.7961,-14.9202,46.37219,16.51472,,,,,
4,3.55,10.9694,-15.23212,47.27329,16.80932,,,,,
4,3.6,11.16002,-15.47473,48.07042,17.10391,,,,,
4,3.65,11.36797,-15.73466,48.90221,17.41584,,,,,
4,3.7,11.54126,-16.04658,49.80332,17.69311,,,,,
4,3.75,11.74921,-16.30651,50.6351,18.00503,,,,,
4,3.8,11.95716,-16.58378,51.46689,18.29963,,,,,
4,3.85,12.14778,-16.87837,52.38533,18.59422,,,,,
4,3.9,12.35573,-17.15563,53.2691,18.92348,,,,,
4,3.95,12.52903,-17.46755,54.1702,19.21808,,,,,
4,4,12.75431,-17.76214,55.08864,19.53,,,,,
4,4.05,12.9276,-18.05673,55.95508,19.84193,,,,,
4,4.1,13.15288,-18.334,56.83886,20.15385,,,,,
4,4.15,13.32617,-18.64592,57.77462,20.46578,,,,,
4,4.2,13.53412,-18.92318,58.64107,20.7777,,,,,
4,4.25,13.77673,-19.2351,59.61149,21.08963,,,,,
4,4.3,13.96735,-19.54702,60.49526,21.40156,,,,,
4,4.35,14.1753,-19.84161,61.43102,21.73081,,,,,
4,4.4,14.38325,-20.10155,62.29747,22.04274,,,,,
4,4.45,14.5912,-20.44813,63.30255,22.37199,,,,,
4,4.5,14.79915,-20.7947,64.29029,22.68392,,,,,
4,4.55,15.0071,-21.12395,65.29537,23.01317,,,,,
4,4.6,15.21506,-21.40122,66.17915,23.34243,,,,,
4,4.65,15.42301,-21.71314,67.16689,23.68901,,,,,
4,4.7,15.66562,-22.05972,68.13731,24.01827,,,,,
4,4.75,15.85624,-22.38896,69.12506,24.34752,,,,,
4,4.8,16.08152,-22.71821,70.14747,24.69411,,,,,
4,4.85,16.28947,-23.04746,71.15255,25.02336,,,,,
4,4.9,16.53208,-23.37671,72.15762,25.36994,,,,,
4,4.95,16.74003,-23.74062,73.19736,25.71653,,,,,
4,5,16.96531,-24.05254,74.21977,26.08044,,,,,
4.1,1.5,4.17634,-5.59724,17.57153,6.35981,,,,,
4.1,1.55,4.33231,-5.82252,18.24735,6.60242,,,,,
4.1,1.6,4.48827,-6.03046,18.94051,6.84503,,,,,
4.1,1.65,4.64423,-6.25574,19.61634,7.08764,,,,,
4.1,1.7,4.80019,-6.48102,20.29217,7.33025,,,,,
4.1,1.75,4.95616,-6.68896,20.96799,7.57285,,,,,
4.1,1.8,5.12945,-6.91424,21.67848,7.83279,,,,,
4.1,1.85,5.28541,-7.13952,22.37164,8.0754,,,,,
4.1,1.9,5.4587,-7.36479,23.08212,8.33534,,,,,
4.1,1.95,5.632,-7.6074,23.80994,8.57795,,,,,
4.1,2,5.80529,-7.81534,24.50309,8.85521,,,,,
4.1,2.05,5.96125,-8.07528,25.24824,9.09782,,,,,
4.1,2.1,6.13454,-8.30055,25.99338,9.37509,,,,,
4.1,2.15,6.30784,-8.54316,26.7212,9.6177,,,,,
4.1,2.2,6.48113,-8.78576,27.46634,9.87764,,,,,
4.1,2.25,6.63709,-9.02837,28.22881,10.1549,,,,,
4.1,2.3,6.82771,-9.27097,28.95663,10.43217,,,,,
4.1,2.35,7.00101,-9.49625,29.7191,10.69211,,,,,
4.1,2.4,7.1743,-9.73885,30.44691,10.96938,,,,,
4.1,2.45,7.34759,-9.96413,31.22671,11.22931,,,,,
4.1,2.5,7.52088,-10.24139,32.02384,11.50658,,,,,
4.1,2.55,7.7115,-10.50133,32.80365,11.78385,,,,,
4.1,2.6,7.8848,-10.7266,33.56612,12.07844,,,,,
4.1,2.65,8.05809,-11.00386,34.36325,12.33838,,,,,
4.1,2.7,8.26604,-11.2638,35.16038,12.63298,,,,,
4.1,2.75,8.43933,-11.5064,35.94018,12.91025,,,,,
4.1,2.8,8.62995,-11.76634,36.77197,13.18751,,,,,
4.1,2.85,8.80324,-12.0436,37.5691,13.46478,,,,,
4.1,2.9,8.99387,-12.30353,38.36623,13.75938,,,,,
4.1,2.95,9.16716,-12.56347,39.19802,14.05397,,,,,
4.1,3,9.37511,-12.84073,40.04713,14.33124,,,,,
4.1,3.05,9.56573,-13.11799,40.87892,14.62584,,,,,
4.1,3.1,9.73902,-13.37793,41.71071,14.93776,,,,,
4.1,3.15,9.94697,-13.65519,42.52517,15.21503,,,,,
4.1,3.2,10.12026,-13.93245,43.39162,15.50963,,,,,
4.1,3.25,10.32822,-14.20971,44.24073,15.80422,,,,,
4.1,3.3,10.51884,-14.48698,45.08985,16.09882,,,,,
4.1,3.35,10.70946,-14.74691,45.93897,16.41074,,,,,
4.1,3.4,10.90008,-15.05883,46.82274,16.70534,,,,,
4.1,3.45,11.10803,-15.31877,47.68919,16.99994,,,,,
4.1,3.5,11.29865,-15.61336,48.55563,17.31186,,,,,
4.1,3.55,11.48927,-15.94261,49.50873,17.62379,,,,,
4.1,3.6,11.73188,-16.18521,50.30586,17.93571,,,,,
4.1,3.65,11.9225,-16.49713,51.22429,18.23031,,,,,
4.1,3.7,12.11313,-16.79172,52.14272,18.55956,,,,,
4.1,3.75,12.30375,-17.06899,53.04382,18.87149,,,,,
4.1,3.8,12.54636,-17.34625,53.89294,19.20074,,,,,
4.1,3.85,12.71965,-17.65817,54.8287,19.49534,,,,,
4.1,3.9,12.96226,-17.95276,55.74714,19.84192,,,,,
4.1,3.95,13.13555,-18.28201,56.71756,20.13652,,,,,
4.1,4,13.37816,-18.55927,57.65332,20.48311,,,,,
4.1,4.05,13.55145,-18.90585,58.60641,20.7777,,,,,
4.1,4.1,13.79406,-19.20044,59.54217,21.12429,,,,,
4.1,4.15,13.98468,-19.51236,60.49526,21.43621,,,,,
4.1,4.2,14.20996,-19.82428,61.46568,21.7828,,,,,
4.1,4.25,14.40058,-20.17086,62.45343,22.09472,,,,,
4.1,4.3,14.62586,-20.48278,63.40652,22.42398,,,,,
4.1,4.35,14.86847,-20.7947,64.37694,22.77056,,,,,
4.1,4.4,15.07642,-21.12395,65.36469,23.11715,,,,,
4.1,4.45,15.3017,-21.43587,66.35244,23.4464,,,,,
4.1,4.5,15.50965,-21.74779,67.32286,23.79298,,,,,
4.1,4.55,15.75226,-22.09437,68.34526,24.12224,,,,,
4.1,4.6,15.99487,-22.44095,69.385,24.48615,,,,,
4.1,4.65,16.16816,-22.7702,70.39007,24.83274,,,,,
4.1,4.7,16.4281,-23.08212,71.37782,25.17932,,,,,
4.1,4.75,16.63605,-23.44603,72.46954,25.54324,,,,,
4.1,4.8,16.86133,-23.77528,73.45729,25.88982,,,,,
4.1,4.85,17.10394,-24.15651,74.58367,26.25373,,,,,
4.1,4.9,17.34655,-24.52042,75.62341,26.60032,,,,,
4.1,4.95,17.5545,-24.84967,76.73246,26.98156,,,,,
4.1,5,17.79711,-25.21358,77.80685,27.34547,,,,,
4.2,1.5,4.36696,-5.8745,18.40331,6.65441,,,,,
4.2,1.55,4.54026,-6.08245,19.09647,6.91434,,,,,
4.2,1.6,4.69622,-6.30773,19.78963,7.17428,,,,,
4.2,1.65,4.86951,-6.55033,20.51744,7.41689,,,,,
4.2,1.7,5.02547,-6.75828,21.22793,7.69416,,,,,
4.2,1.75,5.19877,-7.00088,21.95574,7.93677,,,,,
4.2,1.8,5.37206,-7.22616,22.68356,8.21403,,,,,
4.2,1.85,5.54535,-7.46876,23.4287,8.47397,,,,,
4.2,1.9,5.71864,-7.71137,24.12186,8.71658,,,,,
4.2,1.95,5.89193,-7.95397,24.90166,8.99385,,,,,
4.2,2,6.06523,-8.17925,25.6468,9.27111,,,,,
4.2,2.05,6.23852,-8.42186,26.40927,9.53105,,,,,
4.2,2.1,6.41181,-8.68179,27.17175,9.80832,,,,,
4.2,2.15,6.60243,-8.92439,27.95155,10.08559,,,,,
4.2,2.2,6.77573,-9.18433,28.71402,10.34552,,,,,
4.2,2.25,6.96635,-9.4096,29.49382,10.64012,,,,,
4.2,2.3,7.15697,-9.68687,30.27362,10.90006,,,,,
4.2,2.35,7.33026,-9.91214,31.07075,11.19466,,,,,
4.2,2.4,7.50355,-10.17208,31.86788,11.48925,,,,,
4.2,2.45,7.69417,-10.43201,32.66501,11.76652,,,,,
4.2,2.5,7.8848,-10.7266,33.47947,12.04379,,,,,
4.2,2.55,8.07542,-10.96921,34.32859,12.33838,,,,,
4.2,2.6,8.24871,-11.22914,35.12572,12.63298,,,,,
4.2,2.65,8.45666,-11.52373,35.95751,12.91025,,,,,
4.2,2.7,8.64728,-11.76634,36.75464,13.20484,,,,,
4.2,2.75,8.8379,-12.0436,37.60376,13.51677,,,,,
4.2,2.8,9.02852,-12.30353,38.45287,13.81136,,,,,
4.2,2.85,9.23647,-12.5808,39.28466,14.12329,,,,,
4.2,2.9,9.40977,-12.85806,40.13378,14.40056,,,,,
4.2,2.95,9.61772,-13.15265,41.03488,14.69515,,,,,
4.2,3,9.80834,-13.42991,41.884,15.00708,,,,,
4.2,3.05,9.99896,-13.68985,42.75045,15.33633,,,,,
4.2,3.1,10.20691,-14.00177,43.59956,15.6136,,,,,
4.2,3.15,10.39753,-14.2617,44.44868,15.92552,,,,,
4.2,3.2,10.60548,-14.53896,45.34978,16.23745,,,,,
4.2,3.25,10.7961,-14.85088,46.26822,16.53205,,,,,
4.2,3.3,11.02138,-15.16281,47.16932,16.84397,,,,,
4.2,3.35,11.21201,-15.44007,48.0531,17.17323,,,,,
4.2,3.4,11.41996,-15.71733,48.91954,17.48515,,,,,
4.2,3.45,11.64524,-16.02925,49.88996,17.81441,,,,,
4.2,3.5,11.83586,-16.32384,50.79107,18.12633,,,,,
4.2,3.55,12.06114,-16.63576,51.76148,18.45559,,,,,
4.2,3.6,12.25176,-16.93036,52.66259,18.76751,,,,,
4.2,3.65,12.45971,-17.2596,53.63301,19.09677,,,,,
4.2,3.7,12.68499,-17.51954,54.49945,19.42602,,,,,
4.2,3.75,12.89294,-17.81413,55.43522,19.75528,,,,,
4.2,3.8,13.15288,-18.16071,56.40564,20.08453,,,,,
4.2,3.85,13.30884,-18.47263,57.37605,20.41379,,,,,
4.2,3.9,13.56878,-18.76722,58.32915,20.76037,,,,,
4.2,3.95,13.7594,-19.09647,59.31689,21.10696,,,,,
4.2,4,14.00201,-19.40839,60.26998,21.43621,,,,,
4.2,4.05,14.20996,-19.75497,61.32705,21.76547,,,,,
4.2,4.1,14.45257,-20.08422,62.29747,22.11205,,,,,
4.2,4.15,14.64319,-20.39614,63.26789,22.44131,,,,,
4.2,4.2,14.8858,-20.72539,64.29029,22.80522,,,,,
4.2,4.25,15.09375,-21.0893,65.33003,23.13447,,,,,
4.2,4.3,15.31903,-21.38389,66.28312,23.46373,,,,,
4.2,4.35,15.56164,-21.74779,67.37484,23.84497,,,,,
4.2,4.4,15.78692,-22.07704,68.37992,24.20888,,,,,
4.2,4.45,16.02953,-22.38896,69.385,24.5728,,,,,
4.2,4.5,16.25481,-22.7702,70.49405,24.91938,,,,,
4.2,4.55,16.48009,-23.11678,71.53378,25.26597,,,,,
4.2,4.6,16.7227,-23.48069,72.59085,25.62988,,,,,
4.2,4.65,16.94798,-23.82727,73.68257,25.99379,,,,,
4.2,4.7,17.19059,-24.15651,74.73963,26.37504,,,,,
4.2,4.75,17.41587,-24.57241,75.90067,26.75628,,,,,
4.2,4.8,17.6758,-24.93632,76.99239,27.12019,,,,,
4.2,4.85,17.93574,-25.23091,78.04946,27.50144,,,,,
4.2,4.9,18.16102,-25.62947,79.15851,27.86535,,,,,
4.2,4.95,18.3863,-26.01071,80.33687,28.26392,,,,,
4.2,5,18.62891,-26.39195,81.44593,28.64516,,,,,
4.3,1.5,4.59224,-6.11711,19.25243,6.98366,,,,,
4.3,1.55,4.74821,-6.35971,19.98025,7.2436,,,,,
4.3,1.6,4.9215,-6.58499,20.72539,7.52087,,,,,
4.3,1.65,5.09479,-6.82759,21.47053,7.7808,,,,,
4.3,1.7,5.26808,-7.0702,22.21568,8.04074,,,,,
4.3,1.75,5.44138,-7.3128,22.96082,8.30068,,,,,
4.3,1.8,5.632,-7.55541,23.70596,8.57795,,,,,
4.3,1.85,5.80529,-7.81534,24.48576,8.85521,,,,,
4.3,1.9,5.99591,-8.05795,25.26557,9.13248,,,,,
4.3,1.95,6.1692,-8.30055,26.02804,9.40975,,,,,
4.3,2,6.35982,-8.56049,26.82517,9.68702,,,,,
4.3,2.05,6.53312,-8.80309,27.60497,9.98161,,,,,
4.3,2.1,6.72374,-9.0457,28.38477,10.25888,,,,,
4.3,2.15,6.91436,-9.30563,29.1819,10.55347,,,,,
4.3,2.2,7.08765,-9.56556,29.99636,10.83074,,,,,
4.3,2.25,7.27827,-9.84283,30.82815,11.12534,,,,,
4.3,2.3,7.46889,-10.10276,31.64261,11.41993,,,,,
4.3,2.35,7.65952,-10.38002,32.49173,11.71453,,,,,
4.3,2.4,7.86747,-10.62263,33.28886,12.00913,,,,,
4.3,2.45,8.04076,-10.91722,34.13797,12.30372,,,,,
4.3,2.5,8.24871,-11.17715,34.98709,12.61565,,,,,
4.3,2.55,8.43933,-11.43709,35.81888,12.91024,,,,,
4.3,2.6,8.64728,-11.73168,36.668,13.20484,,,,,
4.3,2.65,8.85523,-11.99161,37.53444,13.51677,,,,,
